id,category,subtype,korean_source,analytic_sentence,native_v2_1_sentence,design_notes
SB-ACT-003,daily-action,stir,밥을 섞는다,나-악 밥 느-섞-리-온.,나악 밥 느섞련.,섞-=mix/stir(고유어)
SB-ACT-004,daily-action,sweep,땅을 쓴다,나-악 땅 느-쓸-리-온.,나악 땅 느쓸련.,쓸-=sweep(고유어)
SB-ACT-005,daily-action,wipe,문을 닦는다,나-악 문 느-닦-리-온.,나악 문 느닦련.,닦-=wipe(고유어)
SB-ACT-006,daily-action,launder,옷을 빤다,나-악 옷 느-빨-리-온.,나악 옷 느빨련.,"빨-=launder(고유어). 옷=clothes(고유어,신규)"
SB-ACT-007,daily-action,run,아이가 달린다,아이 느-달리-리-온.,아이 느달리련.,"달리-=run(고유어,자동)"
SB-ACT-008,daily-action,climb,산에 오른다,나 산-레 느-오르-리-온.,나 산레 느오르련.,"오르-=climb(고유어,자동)"
SB-ACT-009,daily-action,descend,산에서 내린다,나 산-텐 느-내리-리-온.,나 산텐 느내리련.,내리-=descend(고유어). ABL
SB-ACT-010,daily-action,cross,강을 건넌다,나 강 느-건너-리-온.,나 강 느건너련.,"건너-=cross(고유어,타동). 강=river"
SB-ACT-011,daily-action,crawl,아이가 긴다,아이 느-기-리-온.,아이 느기련.,"기-=crawl(고유어,자동)"
SB-ACT-012,daily-action,build,집을 짓는다,나-악 집 느-짓-리-온.,나악 집 느짓련.,"짓-=build(고유어,타동). 긋-(write)과 구분"
SB-ACT-013,daily-action,weave,줄을 엮는다,나-악 줄 느-엮-리-온.,나악 줄 느엮련.,엮-=weave/braid(고유어)
SB-ACT-014,daily-action,mold,그릇을 빚는다,나-악 그릇 느-빚-리-온.,나악 그릇 느빚련.,"빚-=mold/shape(고유어). 그릇=bowl/vessel(고유어,신규)"
SB-ACT-015,daily-action,choose,열을 고른다,나-악 열 느-고르-리-온.,나악 열 느고르련.,고르-=choose(고유어). 열=fruit
SB-ACT-016,daily-action,divide,밥을 나눈다,나-악 밥 느-나누-리-온.,나악 밥 느나누련.,나누-=divide/share(고유어)
SB-ACT-017,daily-action,promise,벗에게 약속한다,나 벗-디 느-다짐-온.,나 벗디 느다짐온.,"다짐-=promise(고어 다짐하다). S=ABS, recipient=FRC. 자동사적"
SB-ACT-018,daily-action,refuse,거절한다,나 느-마다-온.,나 느마다온.,마다-=refuse(고어). 자동사
SB-ACT-019,daily-action,request,도움을 부탁한다,나 벗-디 돕나 느-빌-온.,나 벗디 돕나 느빌온.,빌-=request(고어). 돕나=help.NA(도움). FRC
SB-ACT-020,daily-action,carry,짐을 진다,나-악 짐 느-지-리-온.,나악 짐 느지련.,"지-=carry on back(고유어). 짐=load(고유어,신규)"
SB-ACT-021,daily-action,hang,옷을 건다,나-악 옷 느-걸-리-온.,나악 옷 느걸련.,걸-=hang(고유어)
SB-ACT-022,daily-action,pour,물을 붓는다,나-악 물 느-붓-리-온.,나악 물 느붓련.,붓-=pour(고유어)
SB-ACT-023,daily-action,slice,열을 자른다,나-악 열 느-자르-리-온.,나악 열 느자르련.,자르-=cut/slice(기존)
SB-ACT-024,daily-action,plant,나무닌ㅸ온을 심는다,나-악 나무닌ㅸ온 느-심-리-온.,나악 나무닌ㅸ온 느심련.,심-=plant(고유어). 나무닌ㅸ온=seed(파생)
SB-EMO-001,emotion,joy,기쁘다,나 느-기쁘-닌-온.,나 느기쁘닌온.,"기쁘-=joyful(고유어,stative)"
SB-EMO-002,emotion,sad,슬프다,나 느-슬프-닌-온.,나 느슬프닌온.,"슬프-=sad(고유어,stative)"
SB-EMO-003,emotion,surprise,놀랐다,나 머-놀라-칼-온.,나 머놀라칸.,"놀라-=be surprised(고유어,dynamic). EXP=ABS"
SB-EMO-004,emotion,shame,부끄럽다,나 느-부끄럽-닌-온.,나 느부끄럽닌온.,"부끄럽-=ashamed(고유어,stative)"
SB-EMO-005,emotion,miss,그립다,나 에미 느-그립-닌-온.,나 에미 느그립닌온.,그립-=miss/long for(고유어). EXP>STIM
SB-EMO-006,emotion,envy,시샘한다,나 그 느-시샘-닌-온.,나 그 느시샘닌온.,시샘-=envy(고어). stative
SB-EMO-007,emotion,regret,뉘우친다,나 느-뉘우치-리-온.,나 느뉘우치련.,"뉘우치-=regret(고어,dynamic)"
SB-EMO-008,emotion,lonely,외롭다,나 느-외롭-닌-온.,나 느외롭닌온.,"외롭-=lonely(고유어,stative)"
SB-EMO-009,emotion,frustrate,답답하다,나 느-답답-닌-온.,나 느답답닌온.,"답답-=frustrated(고유어,stative)"
SB-EMO-010,emotion,excited,설렌다,나 느-설레-리-온.,나 느설레련.,"설레-=excited/flutter(고유어,dynamic)"
SB-EMO-011,emotion,angry,분하다,나 느-분하-닌-온.,나 느분하닌온.,"분하-=indignant(고유어,stative)"
SB-EMO-012,emotion,unjust,억울하다,나 느-억울-닌-온.,나 느억울닌온.,"억울-=unfairly treated(고유어,stative)"
SB-EMO-013,emotion,calm,느긋하다,나 느-느긋-닌-온.,나 느느긋닌온.,"느긋-=calm/relaxed(고유어,stative)"
SB-WTH-001,weather,spring,봄에 꽃이 핀다,봄-테 꽃 느-피-리-온.,봄테 꽃 느피련.,봄=spring(고유어). 피-=bloom(고유어)
SB-WTH-002,weather,summer,여름에 해가 놀 빛난다,여름-테 해 놀 느-빛-포-온.,여름테 해 놀 느빛포온.,여름=summer(고유어). DIF
SB-WTH-003,weather,autumn,가을에 잎이 떨어진다,가을-테 잎 느-떨어지-리-온.,가을테 잎 느떨어지련.,가을=autumn(고유어)
SB-WTH-004,weather,winter,겨울에 어름이 있다,겨울-테 어름 느-있-닌-온.,겨울테 어름 느있닌온.,겨울=winter(고유어). 어름=ice(고어)
SB-WTH-005,weather,thunder,우레가 친다,우레 느-치-포-온.,우레 느치포온.,우레=thunder(고어). DIF(소리 확산)
SB-WTH-006,weather,lightning,번개가 빛난다,번개 느-빛-포-온.,번개 느빛포온.,번개=lightning(고유어). DIF
SB-WTH-007,weather,dew,아침에 이슬이 있다,아침-테 이슬 느-있-닌-온.,아침테 이슬 느있닌온.,이슬=dew(고유어)
SB-WTH-008,weather,frost,겨울에 서리가 있다,겨울-테 서리 느-있-닌-온.,겨울테 서리 느있닌온.,서리=frost(고유어)
SB-WTH-009,weather,drought,비가 안 오니까 가문다,비 오-아 느-몰-논테 느-가물-닌-온.,비 오아 느몰논테 느가물닌온.,"가물-=drought(고유어,stative). RSN"
SB-TOOL-001,tool,knife,칼로 열을 자른다,나-악 자르나-은 열 느-자르-리-온.,나악 자르나은 열 느자르련.,"자르나=knife(cut.NA 파생). -은=INS(도구격,v2에서 채택)"
SB-TOOL-002,tool,needle,바늘로 옷을 꿰맨다,나-악 바늘-은 옷 느-꿰매-리-온.,나악 바늘은 옷 느꿰매련.,바늘=needle(고유어). 꿰매-=sew(고유어). INS -은
SB-TOOL-003,tool,bowl,그릇에 밥이 있다,그릇-테 밥 느-있-닌-온.,그릇테 밥 느있닌온.,그릇=bowl(고유어)
SB-TOOL-004,tool,thread,실로 엮는다,나-악 실-은 느-엮-리-온.,나악 실은 느엮련.,실=thread(고유어). INS
SB-TOOL-005,tool,boat,배로 바다를 건넌다,나 배-은 바다 느-건너-리-온.,나 배은 바다 느건너련.,배=boat(고유어). INS
SB-TOOL-006,tool,clothes-dry,옷이 마른다,옷 느-마르-리-온.,옷 느마르련.,마르-=dry
SB-TOOL-007,tool,mirror,거울에서 자기를 보았다,나-악 거울-테 머-보-칼-온.,나악 거울테 머보칸.,거울=mirror(고유어). REFL편입+LOC. 독자 음소 기본어근 집중 회피
SB-TOOL-008,tool,frame,틀에 긋나를 걸었다,나-악 틀-테 긋나 머-걸-칼-온.,나악 틀테 긋나 머걸칸.,틀=frame(고유어). 긋나=drawing/text(write.NA). 독자 음소 기본어근 집중 회피
SB-SOC-001,social,king,왕이 있다,왕 느-있-닌-온.,왕 느있닌온.,왕=king(불투명차용)
SB-SOC-002,social,soldier,지킴파가 왕을 지킨다,지킴파-악 왕 느-지킴-리-온.,지킴파악 왕 느지킴련.,지킴-=guard(고유어). 지킴파=soldier/guard(guard.PA 파생)
SB-SOC-003,social,healer,고침파가 사람을 고친다,고침파-악 사람 느-고침-리-온.,고침파악 사람 느고침련.,고침-=heal/fix(고유어). 고침파=healer(heal.PA)
SB-SOC-004,social,farmer,심파가 나무닌ㅸ온을 심는다,심파-악 나무닌ㅸ온 느-심-리-온.,심파악 나무닌ㅸ온 느심련.,심-=plant. 심파=farmer(plant.PA). 나무닌ㅸ온=seed
SB-SOC-005,social,merchant,팔파가 열을 판다,팔파-악 열 느-팔-리-온.,팔파악 열 느팔련.,팔-=sell(고유어). 팔파=merchant(sell.PA). 열=fruit
SB-SOC-006,social,enemy,맞서파가 왔다,맞서파 머-오-칼-온.,맞서파 머오칸.,맞서-=oppose(고유어). 맞서파=opponent(oppose.PA)
SB-SOC-007,social,neighbor,이웃이 있다,이웃 느-있-닌-온.,이웃 느있닌온.,이웃=neighbor(고유어)
SB-SOC-008,social,guest,손님이 왔다,손님 머-오-칼-온.,손님 머오칸.,손님=guest(고유어)
SB-ABS-001,abstract,truth,참은 크다,참 느-크-닌-온.,참 느크닌온.,참=truth(고유어)
SB-ABS-002,abstract,false,거짓은 나쁘다,거짓 느-나쁘-닌-온.,거짓 느나쁘닌온.,거짓=falsehood(고유어). 나쁘-=bad
SB-ABS-003,abstract,beautiful,꽃이 아름답다,꽃 느-아름답-닌-온.,꽃 느아름답닌온.,"아름답-=beautiful(고유어,stative)"
SB-ABS-004,abstract,right,그 말이 옳다,그 말나 느-옳-닌-온.,그 말나 느옳닌온.,옳-=right/correct(고유어). 말나=words(speak.NA)
SB-ABS-005,abstract,wrong,그 너기나가 그르다,그 너기나 느-그르-닌-온.,그 너기나 느그르닌온.,그르-=wrong(고유어). 너기나=thought(think.NA)
SB-ABS-006,abstract,freedom,풀리나가 좋다,나 풀리나 느-좋-닌-온.,나 풀리나 느좋닌온.,풀리-=be released(고유어). 풀리나=freedom(release.NA). EXP
SB-ABS-007,abstract,bondage,묶이나가 나쁘다,나 묶이나 느-나쁘-닌-온.,나 묶이나 느나쁘닌온.,묶이-=be bound(고유어). 묶이나=bondage(bind.NA). 풀리나와 대립
SB-ABS-008,abstract,strength,힘이 크다,힘 느-크-닌-온.,힘 느크닌온.,힘=strength/force(고유어)
SB-ABS-009,abstract,peace,고요하다,느-고요-닌-온.,느고요닌온.,"고요-=peaceful/quiet(고유어,stative)"
SB-ABS-010,abstract,hope,바람이 있다,바람 느-있-닌-온.,바람 느있닌온.,바람=wish/hope(고유어). wind와 동음. 문맥 구분
SB-BOD-001,body-action,kneel,무릎을 꿇는다,나 느-꿇-리-온.,나 느꿇련.,"꿇-=kneel(고유어,자동). 무릎=knee(고유어,신규)"
SB-BOD-002,body-action,nod,고개를 끄덕인다,나 골 느-끄덕이-리-온.,나 골 느끄덕이련.,끄덕이-=nod(고유어). 골=head
SB-BOD-003,body-action,shake-head,고개를 젓는다,나 골 느-젓-리-온.,나 골 느젓련.,젓-=shake(고유어)
SB-BOD-004,body-action,embrace,아이를 안는다,나-악 아이 느-안-리-온.,나악 아이 느안련.,"안-=embrace/hold(고유어,타동)"
SB-BOD-005,body-action,lean,나무에 기댄다,나 나무-테 느-기대-리-온.,나 나무테 느기대련.,기대-=lean on(고유어). LOC
SB-BOD-006,body-action,shiver,추워서 떤다,나 느-차-닌-논테 느-떨-리-온.,나 느차닌논테 느떨련.,떨-=shiver(고유어). 차-=cold(stative). RSN
SB-BOD-007,body-action,sweat,땀이 난다,나 땀 느-나-리-온.,나 땀 느나련.,"땀=sweat(고유어,신규). 나-=come out/be born"
SB-BOD-008,body-action,bleed,피가 난다,나 피 느-나-리-온.,나 피 느나련.,피=blood. 나-=come out
SB-BOD-009,body-action,breathe-deep,깊이 숨쉰다,나 깊이 느-숨쉬-리-온.,나 깊이 느숨쉬련.,"깊이=deeply(고유어,부사). 깊-=deep(stative,신규)"
SB-BOD-010,body-action,yawn,하품한다,나 느-하품-리-온.,나 느하품련.,"하품-=yawn(고유어,자동)"
SB-CPLX-001,complex-deriv,kitchen,끓이돈에서 밥을 만든다,나-악 끓이돈-테 밥 느-만들-리-온.,나악 끓이돈테 밥 느만들련.,끓이돈=kitchen(boil.TON 파생). LOC
SB-CPLX-002,complex-deriv,hospital,고침돈에 갔다,나 고침돈-레 머-가-칼-온.,나 고침돈레 머가칸.,고침돈=hospital(heal.TON 파생). ALL
SB-CPLX-003,complex-deriv,market,팔돈에서 열을 샀다,나-악 팔돈-텐 열 머-사-칼-온.,나악 팔돈텐 열 머사칸.,"팔돈=market(sell.TON). 사-=buy(고유어,신규). ABL"
SB-CPLX-004,complex-deriv,harbor,배ㅸ앙에 배가 있다,배ㅸ앙-테 배 느-있-닌-온.,배ㅸ앙테 배 느있닌온.,배ㅸ앙=harbor(boat.POOL 파생)
SB-CPLX-005,complex-deriv,trail,걷ㅿ은이 길다,걷ㅿ은 느-길-닌-온.,걷ㅿ은 느길닌온.,걷ㅿ은=trail(walk.PATH 파생). 길-=long
SB-CPLX-006,complex-deriv,teacher-good,가르치파가 아름답게 가르친다,가르치파-악 아이-디 놀 잘 느-가르치-리-온.,가르치파악 아이디 놀 잘 느가르치련.,이중 부사: 놀(very)+잘(well)
SB-CPLX-007,complex-deriv,seed-grow,나무닌ㅸ온이 나무리ㅸ온이 되었다,나무닌ㅸ온 나무리ㅸ온 머-되-칼-온.,나무닌ㅸ온 나무리ㅸ온 머되칸.,LATENT.SOURCE→ACTIVE.SOURCE. 씨앗이 싹이 되었다. 흐름양태 대비
SB-CPLX-008,complex-deriv,weapon,치나ㅸ온이 있다,치나ㅸ온 느-있-닌-온.,치나ㅸ온 느있닌온.,치나=struck thing(hit.NA). 치나ㅸ온=weapon(hit.NA.SOURCE=타격의 원천)
SB-CPLX-009,complex-deriv,graveyard,죽돈에 고요하다,죽돈-테 느-고요-닌-온.,죽돈테 느고요닌온.,죽돈=graveyard(die.TON). 고요-=peaceful
SB-CPLX-010,complex-deriv,song-path,부르나ㅿ은이 좋다,나 부르나ㅿ은 느-좋-닌-온.,나 부르나ㅿ은 느좋닌온.,부르나ㅿ은=melody(sing.NA.PATH=노래의 통로). EXP
SC-N1-001,ext-narrative,dawn,아침에 일어났다,나 아침-테 머-일어나-칼-온.,나 아침테 머일어나칸.,확장 서사 1: 하루
SC-N1-002,ext-narrative,wash,씻고 옷을 입었다,나 느-씻-루-탄 나-악 옷 머-입-칼-온.,나 느씻루탄 나악 옷 머입칸.,INT+SEQ. 입-=wear(신규)
SC-N1-003,ext-narrative,cook,끓이돈에서 밥을 끓였다,나-악 끓이돈-테 밥 머-끓이-칼-온.,나악 끓이돈테 밥 머끓이칸.,파생(끓이돈=kitchen)
SC-N1-004,ext-narrative,eat-prog,먹고 있었다,나-악 밥 느-먹-탄 느-있-닌-온.,나악 밥 느먹탄 느있닌온.,보조동사(진행)
SC-N1-005,ext-narrative,guest,손님이 왔다. 그래서 문을 열었다,손님 머-오-칼-온. 글 나-악 문 머-열-칼-온.,손님 머오칸. 글 나악 문 머열칸.,담화접속 글
SC-N1-006,ext-narrative,greet,안녕 하고 말했다,나 안녕 [느-닐-닌-온]=락 머-말-온.,나 안녕 느닐닌온락 머말온.,인용+copula
SC-N1-007,ext-narrative,together,벗과 같이 밖에 갔다,나 벗-살라 밖-레 머-가-칼-온.,나 벗살라 밖레 머가칸.,COM
SC-N1-008,ext-narrative,market,팔돈에서 열과 고기를 샀다,나-악 팔돈-텐 열 고기 머-사-칼-온.,나악 팔돈텐 열 고기 머사칸.,파생(팔돈=market)+ABL. 복수ABS
SC-N1-009,ext-narrative,carry,짐을 지고 집에 갔다,나-악 짐 느-지-탄 집-레 머-가-칼-온.,나악 짐 느지탄 집레 머가칸.,SEQ+ALL
SC-N1-010,ext-narrative,cook2,에미와 밥을 끓였다,나-악 에미-살라 밥 머-끓이-칼-온.,나악 에미살라 밥 머끓이칸.,COM
SC-N1-011,ext-narrative,evening,나조에 이웃이 왔다,나조-테 이웃 머-오-칼-온.,나조테 이웃 머오칸.,고어(나조)+고유어(이웃)
SC-N1-012,ext-narrative,share,밥을 나누어 먹었다,나-악 밥 느-나누-탄 머-먹-칼-온.,나악 밥 느나누탄 머먹칸.,SEQ(나누-+먹-)
SC-N1-013,ext-narrative,talk,이웃과 말했다. 이웃이 말한 것을 들었다,나 이웃-살라 머-말-온. 나 [이웃 머-말-칼-모] 머-듣-칼-온.,나 이웃살라 머말온. 나 이웃 머말칼모 머듣칸.,COM+COMP
SC-N1-014,ext-narrative,star,밤에 별이 빛났다. 모든 것이 고요했다,밤-테 별 머-빛-칼-포-온. 모든 것 느-고요-닌-온.,밤테 별 머빛칼포온. 모든 것 느고요닌온.,DIF+부정관형사
SC-N1-015,ext-narrative,sleep,잤다. 꿈에서 그림자가 왔다,나 머-자-칼-온. ㅿ울 ㆍ름-텐 머-오-칼-드-온.,나 머자칸. ㅿ울 ㆍ름텐 머오칼드온.,ABL+DIR+독자음소
SC-N1-016,ext-narrative,dream-speak,그림자가 '두려워 마라'고 말했다,ㅿ울 [두렵-아 말-라]=락 머-말-온.,ㅿ울 두렵아 말라락 머말온.,인용+PROH
SC-N1-017,ext-narrative,wake,일어났다. 두렵지 않았다,나 머-일어나-칼-온. 두렵-아 느-몰-닌-온.,나 머일어나칸. 두렵아 느몰닌온.,NEG
SC-N1-018,ext-narrative,dawn2,해가 빛났다. 그래서 밖에 갔다,해 머-빛-칼-포-온. 글 나 밖-레 머-가-칼-온.,해 머빛칼포온. 글 나 밖레 머가칸.,DIF+담화접속
SC-N1-019,ext-narrative,close,나는 산다,나 느-살-닌-온.,나 느살닌온.,서사 종결
SC-DLG1-001,ext-dialogue,greet-q,어디서 왔느냐?,[가] 너 어디-텐 머-오-칼-연.,너 어디텐 머오칼연.,ABL+WH.Q
SC-DLG1-002,ext-dialogue,from-sea,바다에서 왔다,[나] 바다-텐 머-오-칼-온.,바다텐 머오칸.,ABL
SC-DLG1-003,ext-dialogue,sell-q,무엇을 파느냐?,[가] 너-악 무엇 느-팔-연.,너악 무엇 느팔연.,WH.Q+ERG
SC-DLG1-004,ext-dialogue,sell-fish,괴를 판다,[나] 나-악 괴 느-팔-온.,나악 괴 느팔온.,괴=fish(고어). ERG
SC-DLG1-005,ext-dialogue,how-many,몇이냐?,[가] 괴 어떻 느-있-닌-연.,괴 어떻 느있닌연.,수량 의문
SC-DLG1-006,ext-dialogue,count,다섯 있다,[나] 괴 ㅸ울 느-있-닌-온.,괴 ㅸ울 느있닌온.,ㅸ울=5
SC-DLG1-007,ext-dialogue,big-q,크냐?,[가] 괴 느-크-닌-언.,괴 느크닌언.,Y/N.Q
SC-DLG1-008,ext-dialogue,compare,이것이 저것보다 더 크다,[나] 이-알 저-테 더 느-크-닌-온.,이알 저테 더 느크닌온.,ABS.SPOT+비교+더
SC-DLG1-009,ext-dialogue,buy,셋 사겠다,[가] 나-악 섬 차-사-온.,나악 섬 차사온.,FUT+수사
SC-DLG1-010,ext-dialogue,give,줘라,[나] 주-라.,주라.,IMP
SC-DLG1-011,ext-dialogue,thanks,고맙다,[가] 느-고맙-닌-온.,느고맙닌온.,stative
SC-DLG1-012,ext-dialogue,come-again,다시 와라,[나] 되 오-라.,되 오라.,되=again+IMP
SC-LET-001,letter,opening,에미에게,에미-디.,에미디.,편지 서두. FRC=수신자
SC-LET-002,letter,miss,그립다,나 에미 느-그립-닌-온.,나 에미 느그립닌온.,감정
SC-LET-003,letter,far,멀리 있다,나 먼 곳-테 느-있-닌-온.,나 먼 곳테 느있닌온.,멀-의 관형형→먼
SC-LET-004,letter,study,학교에서 알나를 배운다,나 알돈-테 알나 느-배우-리-온.,나 알돈테 알나 느배우련.,"배우-=learn(고유어,신규). 파생어"
SC-LET-005,letter,friend,좋은 벗이 있다,[느-좋-닌-마] 벗 느-있-닌-온.,느좋닌마 벗 느있닌온.,REL+고어
SC-LET-006,letter,healthy,몸이 괜찮으니까 걱정 마라,나 몸 느-괜찮-닌-논테 걱정-아 말-라.,나 몸 느괜찮닌논테 걱정아 말라.,"RSN+PROH. 걱정-=worry(불투명,신규)"
SC-LET-007,letter,promise,곧 돌아가겠다,나 곧 차-돌아가-온.,나 곧 차돌아가온.,"돌아가-=return(고유어,신규). FUT. 곧=soon(고유어)"
SC-LET-008,letter,closing,에미를 너긴다,나 에미 느-너기-리-온.,나 에미 느너기련.,너기-=think of(고어). 편지 말미
SC-DESC-001,description,village,바다 이웃에 마을이 있다,바다 이웃-테 마을 느-있-닌-온.,바다 이웃테 마을 느있닌온.,"마을=village(고유어,신규). 장소 묘사"
SC-DESC-002,description,houses,집이 많다,집 느-많-닌-온.,집 느많닌온.,많-=many
SC-DESC-003,description,sea-view,바다가 크고 푸르다,바다 느-크-닌-탄 느-푸르-닌-온.,바다 느크닌탄 느푸르닌온.,SEQ로 병렬 기술
SC-DESC-004,description,wave,ㅸ올이 늘 온다,ㅸ올 늘 느-오-논-온.,ㅸ올 늘 느오논.,HAB. -논-온→논 융합
SC-DESC-005,description,fisher,괴잡파가 바다에서 괴를 잡는다,잡파-악 바다-텐 괴 느-잡-리-온.,잡파악 바다텐 괴 느잡련.,잡파=fish-catcher/fisher (잡-=catch + -파 PA). 기존 괴잡파 transparent compound 의심형 제거.
SC-DESC-006,description,market-desc,팔돈이 크다. 열과 괴가 있다,팔돈 느-크-닌-온. 열 괴 느-있-닌-온.,팔돈 느크닌온. 열 괴 느있닌온.,파생어 실전
SC-DESC-007,description,sunset,나조에 해가 붉다. 바다가 아름답다,나조-테 해 느-붉-닌-온. 바다 느-아름답-닌-온.,나조테 해 느붉닌온. 바다 느아름답닌온.,색+추상형용사
SC-RECIPE-001,recipe,wash-rice,밥을 씻어라,밥 씻-라.,밥 씻라.,레시피: IMP
SC-RECIPE-002,recipe,add-water,물을 부어라,물 붓-라.,물 붓라.,IMP
SC-RECIPE-003,recipe,boil,끓여라,끓이-라.,끓이라.,IMP
SC-RECIPE-004,recipe,wait,기다려라. 물이 끓으면 불을 줄여라,기다리-라. 물 느-끓-살 불 줄이-라.,기다리라. 물 느끓살 불 줄이라.,"IMP+COND. 끓-=boil(자동,신규). 줄이-=reduce(신규)"
SC-RECIPE-005,recipe,stir,섞어라,섞-라.,섞라.,IMP
SC-RECIPE-006,recipe,serve,그릇에 놓아라. 먹어라,그릇-테 놓-라. 먹-라.,그릇테 놓라. 먹라.,IMP 연속
SC-ARG-001,argument,thesis,꿈에서 온 그림자는 두렵지 않다,[ㆍ름-텐 느-오-마] ㅿ울=흔 두렵-아 느-몰-닌-온.,ㆍ름텐 느오마 ㅿ울흔 두렵아 느몰닌온.,논증 주제문. ABL+REL+TOP+NEG
SC-ARG-002,argument,premise1,그림자는 꿈에서 온다. 꿈은 내 안에 있다,ㅿ울 ㆍ름-텐 느-오-드-온. ㆍ름 나 안-테 느-있-닌-온.,ㅿ울 ㆍ름텐 느오드온. ㆍ름 나 안테 느있닌온.,DIR: 직접 경험
SC-ARG-003,argument,premise2,그래서 그림자는 내 안에서 온다,글 ㅿ울 나 안-텐 느-오-짐-온.,글 ㅿ울 나 안텐 느오짐온.,담화접속+ABL+INFER: 추론
SC-ARG-004,argument,conc,내 안에서 온 것은 나이다. 그래서 두렵지 않다,[나 안-텐 느-오-마] 것=흔 나 느-닐-닌-온. 글 두렵-아 느-몰-닌-온.,나 안텐 느오마 것흔 나 느닐닌온. 글 두렵아 느몰닌온.,REL+copula+담화접속+NEG. 논증 결론
SC-MONO-001,monologue,night,밤이다. 고요하다,밤 느-닐-닌-온. 느-고요-닌-온.,밤 느닐닌온. 느고요닌온.,독백 시작. copula
SC-MONO-002,monologue,think,너긴다. 왜 여기에 있느냐고,나 느-너기-리-온. [왜 이곳-테 느-있-닌-연]=락.,나 느너기련. 왜 이곳테 느있닌연락.,너기-+자문 인용(=락)
SC-MONO-003,monologue,remember,에미가 그립다. 에비가 그립다,나 에미 느-그립-닌-온. 에비 느-그립-닌-온.,나 에미 느그립닌온. 에비 느그립닌온.,감정 병렬
SC-MONO-004,monologue,infer,내일 비가 올 것 같다,내일 비 차-오-짐-온.,내일 비 차오짐온.,INFER
SC-MONO-005,monologue,concess,비가 오더라도 가겠다,비 느-오-살-칼라 차-가-온.,비 느오살칼라 차가온.,양보+FUT
SC-MONO-006,monologue,hope,바람이 있다. 참을 찾겠다,바람 느-있-닌-온. 참 차-찾-온.,바람 느있닌온. 참 차찾온.,추상 명사+FUT
SC-MONO-007,monologue,close,나는 산다,나 느-살-닌-온.,나 느살닌온.,반복 종결구
SD-HON-001,politeness,decl-polite,갑니다,느-가-디-온.,느가디온.,Level 1(예의). -디-(HON) 첫 사용
SD-HON-002,politeness,decl-plain,간다,느-가-온.,느가온.,Level 0(무표) 대비
SD-HON-003,politeness,q-polite,가십니까?,느-가-디-언.,느가디언.,HON+Y/N.Q
SD-HON-004,politeness,imp-polite,가십시오,가-디-라.,가디라.,HON+IMP
SD-HON-005,politeness,hort-polite,가시지요,가-탄 너-디-온.,가탄 너디온.,HON+HORT
SD-HON-006,politeness,neg-polite,안 갑니다,가-아 느-몰-디-온.,가아 느몰디온.,HON+NEG
SD-HON-007,politeness,asp-polite,가고 계십니다,느-가-리-디-온.,느가리디온.,HON+IPFV
SD-HON-008,politeness,evid-polite,가신 것 같습니다,머-가-칼-짐-디-온.,머가칼짐디온.,HON+INFER. 5-slot 중첩: PST-TEL-INFER-HON-DECL
SD-HON-009,politeness,exist-polite,있습니다,느-있-닌-디-온.,느있닌디온.,HON+STAT
SD-HON-010,politeness,cop-polite,사람입니다,나 사람 느-닐-닌-디-온.,나 사람 느닐닌디온.,HON+copula
SD-HON-011,politeness,formal-top,그것은(격식),그것=흐는,그것흐는,Level 2 격식 clitic. =흐는(TOP)
SD-HON-012,politeness,formal-add,도(격식),나=흐도,나흐도,=흐도(ADD)
SD-HON-013,politeness,formal-only,만(격식),이것=흐만,이것흐만,=흐만(ONLY)
SD-HON-014,politeness,formal-quot,라고(격식),[느-가-디-온]=흐고,느가디온흐고,=흐고(QUOT 격식)
SD-HON-015,politeness,formal-hear,라더라(격식),느-가-디-온=흐래.,느가디온흐래.,=흐래(HEAR 격식)
SD-HON-016,politeness,formal-full,그것은 있습니다(격식),그것=흐는 느-있-닌-디-온.,그것흐는 느있닌디온.,Level 2 전개: 격식 clitic + HON verb
SD-DLG-001,polite-dialogue,greet,안녕하십니까,안녕 느-닐-닌-디-언.,안녕 느닐닌디언.,격식 인사. copula+HON+Y/N.Q
SD-DLG-002,polite-dialogue,name,이름이 무엇이십니까?,이름 무엇 느-닐-닌-디-연.,이름 무엇 느닐닌디연.,HON+WH.Q+copula
SD-DLG-003,polite-dialogue,from,어디에서 오셨습니까?,어디-텐 머-오-칼-디-연.,어디텐 머오칼디연.,ABL+HON+WH.Q
SD-DLG-004,polite-dialogue,purpose,왜 오셨습니까?,왜 머-오-칼-디-연.,왜 머오칼디연.,HON+WH.Q
SD-DLG-005,polite-dialogue,answer,알돈에서 왔습니다,나 알돈-텐 머-오-칼-디-온.,나 알돈텐 머오칼디온.,ABL+HON+파생어
SD-DLG-006,polite-dialogue,sit,앉으십시오,앉-디-라.,앉디라.,HON+IMP
SD-DLG-007,polite-dialogue,tea,물을 드시겠습니까?,물 차-먹-디-언.,물 차먹디언.,FUT+HON+Y/N.Q. 먹-=eat/drink
SD-DLG-008,polite-dialogue,thanks,고맙습니다,느-고맙-닌-디-온.,느고맙닌디온.,HON+stative
SD-DLG-009,polite-dialogue,wait,기다리십시오,기다리-디-라.,기다리디라.,HON+IMP
SD-DLG-010,polite-dialogue,goodbye,안녕히 가십시오,잘 가-디-라.,잘 가디라.,HON+IMP. 잘=well
